run_id,bin,bin_centre,confidence,observed,count,arch,dataset,label_mode,policy,size,finetune,loss,train_size,seed,orientation_pooled,pretrained
convnext_tiny_hard_conf_d4_s224_full_bce_nfull_seed0,1,0.1,0.0962998006529737,0.31683168316831684,202,convnext_tiny,gz2,hard_conf,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_conf_d4_s224_full_bce_nfull_seed0,2,0.16666666666666669,0.16458477315149808,0.2894736842105263,114,convnext_tiny,gz2,hard_conf,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_conf_d4_s224_full_bce_nfull_seed0,3,0.23333333333333334,0.2341032541111896,0.3157894736842105,95,convnext_tiny,gz2,hard_conf,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_conf_d4_s224_full_bce_nfull_seed0,4,0.3,0.2969931518457022,0.3373493975903614,83,convnext_tiny,gz2,hard_conf,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_conf_d4_s224_full_bce_nfull_seed0,5,0.3666666666666667,0.36846978097786137,0.2716049382716049,81,convnext_tiny,gz2,hard_conf,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_conf_d4_s224_full_bce_nfull_seed0,6,0.43333333333333335,0.4344970702406872,0.39759036144578314,83,convnext_tiny,gz2,hard_conf,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_conf_d4_s224_full_bce_nfull_seed0,7,0.5,0.49996918042500815,0.38666666666666666,75,convnext_tiny,gz2,hard_conf,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_conf_d4_s224_full_bce_nfull_seed0,8,0.5666666666666667,0.5679836387143415,0.4411764705882353,68,convnext_tiny,gz2,hard_conf,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_conf_d4_s224_full_bce_nfull_seed0,9,0.6333333333333333,0.632270642302253,0.4318181818181818,88,convnext_tiny,gz2,hard_conf,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_conf_d4_s224_full_bce_nfull_seed0,10,0.7,0.6997765046219493,0.3953488372093023,86,convnext_tiny,gz2,hard_conf,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_conf_d4_s224_full_bce_nfull_seed0,11,0.7666666666666666,0.7676896683450015,0.44339622641509435,106,convnext_tiny,gz2,hard_conf,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_conf_d4_s224_full_bce_nfull_seed0,12,0.8333333333333334,0.8361457760642175,0.46258503401360546,147,convnext_tiny,gz2,hard_conf,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_conf_d4_s224_full_bce_nfull_seed0,13,0.9,0.9040805567609201,0.4405940594059406,202,convnext_tiny,gz2,hard_conf,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_conf_d4_s224_full_bce_nfull_seed0,14,0.9666666666666667,0.9981865086522264,0.8991112178717271,12489,convnext_tiny,gz2,hard_conf,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_d4_s224_full_bce_nfull_seed0,0,0.03333333333333333,0.003440706196446795,0.004300866640796792,30924,convnext_tiny,gz2,hard,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_d4_s224_full_bce_nfull_seed0,1,0.1,0.09789067724098757,0.12413194444444445,1152,convnext_tiny,gz2,hard,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_d4_s224_full_bce_nfull_seed0,2,0.16666666666666669,0.165333591646732,0.1473533619456366,699,convnext_tiny,gz2,hard,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_d4_s224_full_bce_nfull_seed0,3,0.23333333333333334,0.23173125331735797,0.2178988326848249,514,convnext_tiny,gz2,hard,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_d4_s224_full_bce_nfull_seed0,4,0.3,0.2993099251214196,0.2647058823529412,442,convnext_tiny,gz2,hard,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_d4_s224_full_bce_nfull_seed0,5,0.3666666666666667,0.36591748737577184,0.3283582089552239,402,convnext_tiny,gz2,hard,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_d4_s224_full_bce_nfull_seed0,6,0.43333333333333335,0.43402069428610424,0.32275132275132273,378,convnext_tiny,gz2,hard,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_d4_s224_full_bce_nfull_seed0,7,0.5,0.498821158198952,0.4190751445086705,346,convnext_tiny,gz2,hard,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_d4_s224_full_bce_nfull_seed0,8,0.5666666666666667,0.5665176863510172,0.39018087855297157,387,convnext_tiny,gz2,hard,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_d4_s224_full_bce_nfull_seed0,9,0.6333333333333333,0.6351368572427819,0.47668393782383417,386,convnext_tiny,gz2,hard,d4,224,full,bce,0,0,False,True
convnext_tiny_hard_d4_s224_full_bce_nfull_seed0,10,0.7,0.700785294175148,0.5470297029702971,404,convnext_tiny,gz2,hard,d4,224,full,bce,0,0,False,True
