run_id,n_test,accuracy,accuracy_lo,accuracy_hi,balanced_accuracy,balanced_accuracy_lo,balanced_accuracy_hi,auc_roc,auc_roc_lo,auc_roc_hi,auc_pr,auc_pr_lo,auc_pr_hi,f1,f1_lo,f1_hi,ece,ece_lo,ece_hi,brier,brier_lo,brier_hi
resnet50_soft_d4_s224_full_bce_n25000_seed0,47808,0.9429175033467202,0.9408048862115127,0.9451347054886211,0.9254219907951785,0.9223459517341057,0.928559923763851,0.985853270748988,0.985050840650593,0.9866220058018346,0.9639586884264024,0.961931275312817,0.965914967324931,0.8904324085598426,0.8862606239309148,0.8946368848751131,0.13326931960211486,0.1312991408508523,0.13525627457112357,0.06314946462120825,0.06230380711132052,0.06398782813596857
resnet50_soft_d4_s224_full_bce_n50000_seed0,47808,0.9470381526104418,0.9449663236278447,0.9490461847389559,0.9358059946511317,0.9330627293414665,0.9385368219462566,0.9885575799705024,0.9878878058626673,0.9892182128861501,0.97067821242668,0.9689628390248006,0.9723579772116718,0.8999051233396584,0.8959942322382924,0.9037020807615999,0.1363596690531837,0.13453636223446916,0.13816002533738603,0.06120215953009025,0.06038223973639973,0.06198497962122644
resnet50_soft_d4_s224_full_bce_n5000_seed0,47808,0.9206199799196787,0.9182145247657296,0.9230677920013387,0.9028959058882016,0.8994670474211075,0.9060944047772638,0.9735689523772432,0.9722635579986477,0.9748157631444334,0.9360723646229441,0.933096190406724,0.9389336993946741,0.8505846686877435,0.8457502087301989,0.8553189949126461,0.11896311032661,0.11670390911744989,0.12115556702085974,0.07340723867216582,0.07241256780043925,0.07437112882056364
resnet50_soft_d4_s224_full_bce_nfull_seed0,47808,0.9530413319946452,0.9511588018741634,0.9549866131191432,0.937560101810057,0.9349014234491386,0.9403586710315376,0.9908018618208184,0.9902348584439593,0.9914009999339005,0.9760848344746914,0.9745938704483458,0.9775972067977161,0.9095888204260804,0.905917810517051,0.9133775921051807,0.14312863981261179,0.1412696601031062,0.1450439036598118,0.05993498992513571,0.059157910482524105,0.060713807336506415
resnet50_soft_d4_s224_full_bce_nfull_seed0_scratch,47808,0.9498201137884873,0.9478539156626506,0.9518495858433735,0.9357955818134704,0.9330771830970681,0.9386043489641878,0.9893112686467834,0.9886952658960835,0.9899607538799834,0.9721322169897264,0.9704724648228817,0.9738172563575278,0.9041052084582484,0.9002675111925329,0.9080039267654799,0.1418904516831292,0.1400139467223383,0.14368368890612485,0.06146985398082488,0.060678670724581864,0.06221162290065379
resnet50_soft_d4_s224_full_focal_nfull_seed0,47808,0.9518281459170014,0.9498823418674699,0.9538361780455153,0.9419762611257654,0.9393909139571696,0.9445435103639649,0.9904039235463414,0.9898130136235511,0.9910256001744638,0.9748327024496781,0.9733352393558383,0.9764046041565758,0.9089471395247696,0.9053350935773729,0.9125860390141308,0.05364771057693081,0.05187737440038906,0.05541607085940092,0.0390652587297447,0.03810016381550862,0.039969100104278336
resnet50_soft_d4_s224_full_smooth_nfull_seed0,47808,0.9523510709504686,0.9504267068273092,0.9543591030789826,0.9391930661517458,0.9365059977000022,0.9418587023672629,0.9908182206383296,0.9902482155454922,0.9914176325133099,0.975950308959295,0.9744733395562868,0.97747188260591,0.9089746663469991,0.9053398644997573,0.9127656345939961,0.17541284398506163,0.1735753240414513,0.17719507382425945,0.06944241004635106,0.06870003822009033,0.07017155692037669
resnet50_soft_d4_s224_partial_bce_nfull_seed0,47808,0.9138637884872824,0.9113119143239625,0.9162901606425703,0.8848437341141839,0.8812505922896443,0.8882158193557554,0.9678326743738787,0.9663945112867235,0.9692007157022082,0.922483584872341,0.9190814466624041,0.9258151904134359,0.8331577667936148,0.8281997554635276,0.8379491391344277,0.11457578724175703,0.1124224791558988,0.11679836573030859,0.07674608685844243,0.07569795334493189,0.07774648338782543
resnet50_soft_debiased_d4_s224_full_bce_nfull_seed0,47808,0.7001966198125836,0.6961795097054887,0.7041708500669344,0.7927595442663476,0.7900216222641406,0.7955741780867928,0.9381940961651465,0.9361212493216234,0.9402805203492279,0.8588054069138736,0.8540692137730498,0.8639679958219382,0.6319681602259597,0.626770095723897,0.6373333300740396,0.08561724087279826,0.08171575682601172,0.08990657932539267,0.2154584180005208,0.21298164069268474,0.21779714340613307
resnet50_soft_flip_s224_full_bce_nfull_seed0,47808,0.9497573627844712,0.9476865796519411,0.9517868348393574,0.9423900477845347,0.9398563494579671,0.9449385973580745,0.9898301353565447,0.9892020674578774,0.9904283695165461,0.9734465420313331,0.9718274626348226,0.9750832645081334,0.9059219802600658,0.9021797197507007,0.9097114254805161,0.14516017800706615,0.14329971568604305,0.14709975883917573,0.06286272426345464,0.06210087188028023,0.06363605882965101
