run_id,coverage,accuracy,arch,label_mode,policy,size,finetune,loss,train_size,seed,orientation_pooled,pretrained
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.8079396984924624,0.9908092949397315,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.8128643216080402,0.9903503262540123,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.8177889447236182,0.9896192704521797,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.822713567839196,0.9890092785516722,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.8276381909547739,0.9883490905521957,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.8325628140703518,0.9877145441969799,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.8374874371859297,0.9871623881000269,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.8424120603015076,0.9866911773393148,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.8473366834170855,0.985855160052136,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.8522613065326634,0.985006506026039,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.8571859296482413,0.9843095512917422,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.8621105527638191,0.9834772027004967,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.867035175879397,0.9827266835572214,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.8719597989949749,0.9816727915171575,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.8768844221105528,0.9806068831189643,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.8818090452261307,0.9797426446888348,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.8867336683417086,0.9786521174421099,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.8916582914572865,0.9772921336654298,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.8965829145728643,0.9761608835649712,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.9015075376884423,0.9749120507592526,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.9064321608040201,0.9734854569596513,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.9113567839195981,0.9721827871680349,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.9162814070351759,0.9707571511191552,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.9212060301507539,0.9695284063737838,cnn_deep,hard,d4,128,full,bce,0,0,False,True
cnn_deep_hard_d4_s128_full_bce_nfull_seed0,0.9261306532663317,0.9678507620051556,cnn_deep,hard,d4,128,full,bce,0,0,False,True
